,Date,Confirmed_Cases,Death_Cases
0,2020-01-22,557,17
1,2020-01-23,657,18
2,2020-01-24,944,26
3,2020-01-25,1437,42
4,2020-01-26,2120,56
5,2020-01-27,2929,82
6,2020-01-28,5580,131
7,2020-01-29,6169,133
8,2020-01-30,8237,172
9,2020-01-31,9927,214
10,2020-02-01,12038,260
11,2020-02-02,16787,364
12,2020-02-03,19887,428
13,2020-02-04,23899,494
14,2020-02-05,27644,566
15,2020-02-06,30806,636
16,2020-02-07,34400,721
17,2020-02-08,37131,808
18,2020-02-09,40162,908
19,2020-02-10,42771,1015
20,2020-02-11,44814,1115
21,2020-02-12,45232,1120
22,2020-02-13,60384,1373
23,2020-02-14,66912,1525
24,2020-02-15,69055,1668
25,2020-02-16,71238,1772
26,2020-02-17,73273,1870
27,2020-02-18,75155,2010
28,2020-02-19,75655,2125
29,2020-02-20,76216,2250
30,2020-02-21,76846,2254
31,2020-02-22,78608,2462
32,2020-02-23,78990,2473
33,2020-02-24,79558,2633
34,2020-02-25,80412,2713
35,2020-02-26,81384,2774
36,2020-02-27,82728,2817
37,2020-02-28,84152,2876
38,2020-02-29,86023,2946
39,2020-03-01,88402,3000
40,2020-03-02,90382,3090
41,2020-03-03,92994,3164
42,2020-03-04,95338,3260
43,2020-03-05,98078,3355
44,2020-03-06,102062,3469
45,2020-03-07,106199,3573
46,2020-03-08,109997,3815
47,2020-03-09,114292,4009
48,2020-03-10,119051,4284
49,2020-03-11,126527,4636
50,2020-03-12,133283,4957
51,2020-03-13,146477,5460
52,2020-03-14,157365,5886
53,2020-03-15,168598,6557
54,2020-03-16,183165,7268
55,2020-03-17,198339,8119
56,2020-03-18,215900,9075
57,2020-03-19,242987,10217
58,2020-03-20,272517,11791
59,2020-03-21,304944,13599
60,2020-03-22,339156,15427
61,2020-03-23,381711,17523
62,2020-03-24,423594,19949
63,2020-03-25,475075,22920
64,2020-03-26,535889,26173
65,2020-03-27,599820,29812
66,2020-03-28,669402,33861
67,2020-03-29,725918,37680
68,2020-03-30,790929,42050
69,2020-03-31,869371,47218
70,2020-04-01,955728,53862
71,2020-04-02,1038176,60115
72,2020-04-03,1122386,66617
73,2020-04-04,1182507,72976
74,2020-04-05,1254222,78897
75,2020-04-06,1328948,85324
76,2020-04-07,1397886,93841
77,2020-04-08,1480062,101061
78,2020-04-09,1567243,109216
79,2020-04-10,1653665,116957
80,2020-04-11,1729180,123939
81,2020-04-12,1847761,130453
82,2020-04-13,1919593,136966
83,2020-04-14,2004226,144323
84,2020-04-15,2082482,153088
85,2020-04-16,2176950,160800
86,2020-04-17,2264830,169688
87,2020-04-18,2343082,176118
88,2020-04-19,2419404,182219
89,2020-04-20,2495886,188730
90,2020-04-21,2571973,195926
91,2020-04-22,2654011,203205
92,2020-04-23,2736728,210475
93,2020-04-24,2820291,217313
94,2020-04-25,2903496,223363
95,2020-04-26,2974291,228179
96,2020-04-27,3045275,233624
97,2020-04-28,3121107,240253
98,2020-04-29,3198435,247233
99,2020-04-30,3282087,253486
100,2020-05-01,3371033,259073
101,2020-05-02,3449295,265119
102,2020-05-03,3523292,269394
103,2020-05-04,3600929,274239
104,2020-05-05,3680614,280386
105,2020-05-06,3771036,287146
106,2020-05-07,3860174,293012
107,2020-05-08,3950657,298967
108,2020-05-09,4035000,303885
109,2020-05-10,4110223,308223
110,2020-05-11,4186364,312301
111,2020-05-12,4271644,318031
112,2020-05-13,4355992,323468
113,2020-05-14,4451634,329217
114,2020-05-15,4547536,334970
115,2020-05-16,4641426,339511
116,2020-05-17,4719789,343391
117,2020-05-18,4808921,347786
118,2020-05-19,4904739,352754
119,2020-05-20,5010162,358160
120,2020-05-21,5116135,363195
121,2020-05-22,5223477,368901
122,2020-05-23,5327627,373355
123,2020-05-24,5420843,376755
124,2020-05-25,5509066,378449
125,2020-05-26,5601428,383229
126,2020-05-27,5703984,388449
127,2020-05-28,5823977,393440
128,2020-05-29,5945413,398596
129,2020-05-30,6080456,402955
130,2020-05-31,6183316,406242
131,2020-06-01,6283580,409983
132,2020-06-02,6406221,415254
133,2020-06-03,6517437,420875
134,2020-06-04,6655667,426403
135,2020-06-05,6789073,431460
136,2020-06-06,6918403,435600
137,2020-06-07,7029415,438857
138,2020-06-08,7132463,443312
139,2020-06-09,7258445,448357
140,2020-06-10,7395607,453783
141,2020-06-11,7531793,458920
142,2020-06-12,7659267,463663
143,2020-06-13,7793175,468056
144,2020-06-14,7925122,471838
145,2020-06-15,8050034,475905
146,2020-06-16,8193933,483023
147,2020-06-17,8337135,488500
148,2020-06-18,8480229,493854
149,2020-06-19,8661225,500212
150,2020-06-20,8847108,504694
151,2020-06-21,8940170,509338
152,2020-06-22,9082502,513205
153,2020-06-23,9250625,518774
154,2020-06-24,9422061,524272
155,2020-06-25,9601576,529382
156,2020-06-26,9794066,534465
157,2020-06-27,9970478,539201
158,2020-06-28,10138935,542822
159,2020-06-29,10291617,546894
160,2020-06-30,10475388,552146
161,2020-07-01,10690516,557487
162,2020-07-02,10895486,563001
163,2020-07-03,11098124,568241
164,2020-07-04,11287838,573035
165,2020-07-05,11474058,576880
166,2020-07-06,11642331,581148
167,2020-07-07,11851900,587508
168,2020-07-08,12067186,593137
169,2020-07-09,12291782,598986
170,2020-07-10,12524663,604728
171,2020-07-11,12737483,609869
172,2020-07-12,12930415,614171
173,2020-07-13,13124893,618607
174,2020-07-14,13345920,624592
175,2020-07-15,13575706,630511
176,2020-07-16,13820618,636673
177,2020-07-17,14058038,643711
178,2020-07-18,14293379,650241
179,2020-07-19,14505270,655135
180,2020-07-20,14713414,659101
181,2020-07-21,14956435,665439
182,2020-07-22,15231791,672857
183,2020-07-23,15511422,679494
184,2020-07-24,15794928,685956
185,2020-07-25,16044485,692021
186,2020-07-26,16256294,696430
187,2020-07-27,16490680,701726
188,2020-07-28,16754567,708664
189,2020-07-29,17024801,715292
190,2020-07-30,17306582,722069
191,2020-07-31,17594044,728679
192,2020-08-01,17840315,734665
193,2020-08-02,18070926,739352
194,2020-08-03,18276983,744209
195,2020-08-04,18542287,751380
196,2020-08-05,18817443,758757
197,2020-08-06,19104145,765604
198,2020-08-07,19386579,772357
199,2020-08-08,19651806,778381
200,2020-08-09,19884801,783575
201,2020-08-10,20118013,788952
202,2020-08-11,20383576,795567
203,2020-08-12,20658646,802540
204,2020-08-13,20948740,809327
205,2020-08-14,21255813,815894
206,2020-08-15,21504839,821948
207,2020-08-16,21714880,826748
208,2020-08-17,21927762,831371
209,2020-08-18,22187166,838427
210,2020-08-19,22464640,844850
211,2020-08-20,22736119,851277
212,2020-08-21,22998072,857049
213,2020-08-22,23261601,862838
214,2020-08-23,23464360,867145
215,2020-08-24,23692460,872002
216,2020-08-25,23937668,878565
217,2020-08-26,24219359,885102
218,2020-08-27,24506622,891317
219,2020-08-28,24790561,897142
220,2020-08-29,25051295,902930
221,2020-08-30,25271033,907204
222,2020-08-31,25535340,911637
223,2020-09-01,25802224,918238
224,2020-09-02,26084114,924555
225,2020-09-03,26369544,930655
226,2020-09-04,26671276,936495
227,2020-09-05,26944997,941588
228,2020-09-06,27173995,945723
229,2020-09-07,27391278,955346
230,2020-09-08,27637790,960469
231,2020-09-09,27923100,966734
232,2020-09-10,28227493,972736
233,2020-09-11,28543855,978735
234,2020-09-12,28832580,983793
235,2020-09-13,29081415,987756
236,2020-09-14,29348555,992363
237,2020-09-15,29629107,998925
238,2020-09-16,29934059,1004793
239,2020-09-17,30249632,1010441
240,2020-09-18,30576278,1016293
241,2020-09-19,30869397,1021566
242,2020-09-20,31124526,1025548
243,2020-09-21,31384435,1029976
244,2020-09-22,31668754,1036127
245,2020-09-23,31980407,1042678
246,2020-09-24,32301360,1048346
247,2020-09-25,32631974,1054363
248,2020-09-26,32918085,1059795
249,2020-09-27,33165079,1063680
250,2020-09-28,33426328,1067794
251,2020-09-29,33709128,1073842
252,2020-09-30,34033675,1080268
253,2020-10-01,34352787,1089162
254,2020-10-02,34682292,1094892
255,2020-10-03,34979647,1099676
256,2020-10-04,35240179,1103717
257,2020-10-05,35551524,1110806
258,2020-10-06,35867647,1116668
259,2020-10-07,36216841,1122589
260,2020-10-08,36576162,1128972
261,2020-10-09,36936565,1135152
262,2020-10-10,37292089,1140057
263,2020-10-11,37581583,1144252
264,2020-10-12,37871608,1148379
265,2020-10-13,38190980,1153728
266,2020-10-14,38571764,1159891
267,2020-10-15,38978760,1166100
268,2020-10-16,39389280,1172313
269,2020-10-17,39761413,1178040
270,2020-10-18,40092656,1181999
271,2020-10-19,40467606,1186841
272,2020-10-20,40856480,1193465
273,2020-10-21,41296091,1200368
274,2020-10-22,41778168,1206346
275,2020-10-23,42272069,1213450
276,2020-10-24,42728414,1219368
277,2020-10-25,43087247,1223733
278,2020-10-26,43570291,1229572
279,2020-10-27,44038754,1236958
280,2020-10-28,44560523,1244133
281,2020-10-29,45111898,1251370
282,2020-10-30,45683640,1259145
283,2020-10-31,46155745,1265816
284,2020-11-01,46594934,1271172
285,2020-11-02,47143303,1277629
286,2020-11-03,47708817,1287201
287,2020-11-04,48200961,1297094
288,2020-11-05,48820295,1305834
289,2020-11-06,49443478,1314990
290,2020-11-07,50042669,1322776
291,2020-11-08,50533518,1329177
292,2020-11-09,51043324,1336758
293,2020-11-10,51614069,1346533
294,2020-11-11,52238734,1356950
295,2020-11-12,52878929,1366665
296,2020-11-13,53539863,1376562
297,2020-11-14,54126889,1385731
298,2020-11-15,54617117,1392659
299,2020-11-16,55142751,1400713
300,2020-11-17,55745063,1411682
301,2020-11-18,56367328,1423148
302,2020-11-19,57021314,1434288
303,2020-11-20,57695345,1446066
304,2020-11-21,58287916,1455371
305,2020-11-22,58785996,1463040
306,2020-11-23,59320006,1471765
307,2020-11-24,59910792,1484276
308,2020-11-25,60527871,1496269
309,2020-11-26,61117132,1507211
310,2020-11-27,61812474,1518732
311,2020-11-28,62420041,1528249
312,2020-11-29,62915662,1535902
313,2020-11-30,63422239,1544981
314,2020-12-01,64037142,1557368
315,2020-12-02,64677389,1569854
316,2020-12-03,65367986,1582561
317,2020-12-04,66064345,1594992
318,2020-12-05,66706697,1605596
319,2020-12-06,67250638,1613691
320,2020-12-07,67785484,1622523
321,2020-12-08,68416150,1634560
322,2020-12-09,69081500,1647129
323,2020-12-10,70576907,1659547
324,2020-12-11,71282658,1672729
325,2020-12-12,71931348,1683558
326,2020-12-13,72470142,1691787
327,2020-12-14,73021298,1700981
328,2020-12-15,73669919,1714204
329,2020-12-16,74387461,1728111
330,2020-12-17,75126063,1741277
331,2020-12-18,75847501,1754342
332,2020-12-19,76483006,1765600
333,2020-12-20,77030307,1773979
334,2020-12-21,77576529,1783464
335,2020-12-22,78227986,1797308
336,2020-12-23,78910081,1811049
337,2020-12-24,79603472,1823258
338,2020-12-25,80096696,1831882
339,2020-12-26,80629340,1840235
340,2020-12-27,81042534,1848389
341,2020-12-28,81541719,1857935
342,2020-12-29,82213594,1872872
343,2020-12-30,82938894,1888314
344,2020-12-31,83778622,1901777
345,2021-01-01,84342314,1911418
346,2021-01-02,84946690,1920880
347,2021-01-03,85467020,1928820
348,2021-01-04,86024461,1938770
349,2021-01-05,86765351,1954189
350,2021-01-06,87556264,1969110
351,2021-01-07,88426222,1984073
352,2021-01-08,89261637,1999363
353,2021-01-09,90017904,2012679
354,2021-01-10,90619443,2022236
355,2021-01-11,91233917,2032515
356,2021-01-12,91926453,2049477
357,2021-01-13,92669726,2065943
358,2021-01-14,93428784,2081663
359,2021-01-15,94212637,2097380
360,2021-01-16,94869509,2111413
361,2021-01-17,95397119,2121283
362,2021-01-18,95914366,2131731
363,2021-01-19,96507148,2147411
364,2021-01-20,97194354,2165160
365,2021-01-21,97863110,2182453
366,2021-01-22,98526596,2198512
367,2021-01-23,99103312,2213077
368,2021-01-24,99565294,2222839
369,2021-01-25,100046846,2233981
370,2021-01-26,100608158,2251396
371,2021-01-27,101209122,2268312
372,2021-01-28,101824237,2284838
373,2021-01-29,102413219,2300601
374,2021-01-30,102928083,2313886
375,2021-01-31,103324692,2323435
376,2021-02-01,103767694,2333683
377,2021-02-02,104233148,2348540
378,2021-02-03,104758397,2364399
379,2021-02-04,105230171,2377326
380,2021-02-05,105766676,2394507
381,2021-02-06,106201874,2406362
382,2021-02-07,106553422,2414130
383,2021-02-08,106893339,2423690
384,2021-02-09,107300629,2438420
385,2021-02-10,107741093,2452277
386,2021-02-11,108184860,2466147
387,2021-02-12,108614449,2479026
388,2021-02-13,108994937,2489712
389,2021-02-14,109303582,2496818
390,2021-02-15,109584404,2504635
391,2021-02-16,109944197,2515738
392,2021-02-17,110330576,2527093
393,2021-02-18,110741376,2539082
394,2021-02-19,111151038,2550740
395,2021-02-20,111526248,2559836
396,2021-02-21,111845811,2566627
397,2021-02-22,112141380,2573874
398,2021-02-23,112534122,2585355
399,2021-02-24,112979052,2597797
400,2021-02-25,113432016,2608800
401,2021-02-26,113873956,2619349
402,2021-02-27,114270693,2628079
403,2021-02-28,114578478,2634579
404,2021-03-01,114883979,2642087
405,2021-03-02,115197242,2652344
406,2021-03-03,115639088,2663901
407,2021-03-04,116097496,2674306
408,2021-03-05,116546593,2684847
409,2021-03-06,116960620,2693104
410,2021-03-07,117335064,2699185
411,2021-03-08,117640533,2706378
412,2021-03-09,118054577,2716871
413,2021-03-10,118513444,2727028
414,2021-03-11,119003124,2737241
415,2021-03-12,119492372,2747105
416,2021-03-13,119947968,2755757
417,2021-03-14,120313043,2761748
418,2021-03-15,120667127,2769255
419,2021-03-16,121134161,2779868
420,2021-03-17,121679877,2790458
421,2021-03-18,122227806,2801179
422,2021-03-19,122790345,2811995
423,2021-03-20,123288792,2820738
424,2021-03-21,123729261,2829290
425,2021-03-22,124150452,2837256
426,2021-03-23,124656291,2848741
427,2021-03-24,125285990,2859349
428,2021-03-25,125938183,2870902
429,2021-03-26,126578225,2883671
430,2021-03-27,127162758,2893881
431,2021-03-28,127655412,2901166
432,2021-03-29,128114688,2909829
433,2021-03-30,128676894,2921730
434,2021-03-31,129350790,2934661
435,2021-04-01,130060609,2946963
436,2021-04-02,130705394,2957615
437,2021-04-03,131245744,2966954
438,2021-04-04,131805666,2974382
439,2021-04-05,132302655,2982636
440,2021-04-06,132910149,2995089
441,2021-04-07,133573288,3010448
442,2021-04-08,134409344,3024749
443,2021-04-09,135156662,3039094
444,2021-04-10,135827306,3052100
445,2021-04-11,136536918,3061223
446,2021-04-12,137150764,3071131
447,2021-04-13,137914588,3084925
448,2021-04-14,138725902,3099015
449,2021-04-15,139547133,3112671
450,2021-04-16,140406983,3126051
451,2021-04-17,141200970,3138668
452,2021-04-18,141901080,3147807
453,2021-04-19,142592012,3158941
454,2021-04-20,143431609,3173235
455,2021-04-21,144320851,3187988
456,2021-04-22,145220252,3201909
457,2021-04-23,146127911,3217170
458,2021-04-24,146952141,3230302
459,2021-04-25,147680627,3241075
460,2021-04-26,148369677,3252705
461,2021-04-27,149208799,3267706
462,2021-04-28,150107590,3283651
463,2021-04-29,151001625,3299390
464,2021-04-30,151892994,3313809
465,2021-05-01,152687904,3326848
466,2021-05-02,153375175,3337179
467,2021-05-03,154065632,3348864
468,2021-05-04,154850588,3362923
469,2021-05-05,155692589,3377827
470,2021-05-06,156565435,3392403
471,2021-05-07,157400261,3406868
472,2021-05-08,158188559,3420197
473,2021-05-09,158837968,3430671
474,2021-05-10,159463612,3441763
475,2021-05-11,160189411,3455934
476,2021-05-12,160956898,3470075
477,2021-05-13,161691597,3483510
478,2021-05-14,162401162,3496538
479,2021-05-15,163032774,3508823
480,2021-05-16,163579396,3519124
481,2021-05-17,164122938,3530454
482,2021-05-18,164742576,3544530
483,2021-05-19,165414621,3557987
484,2021-05-20,165696927,3571167
485,2021-05-21,166323402,3584143
486,2021-05-22,166895763,3595588
487,2021-05-23,167377386,3605452
488,2021-05-24,167828464,3614598
489,2021-05-25,168361871,3627580
490,2021-05-26,168930299,3640387
491,2021-05-27,169477196,3653327
492,2021-05-28,169982707,3665348
493,2021-05-29,170463127,3676155
494,2021-05-30,170853074,3684555
495,2021-05-31,171240130,3693252
496,2021-06-01,171700134,3708466
497,2021-06-02,172187762,3720392
498,2021-06-03,172668261,3730550
499,2021-06-04,173093152,3741209
500,2021-06-05,173489803,3750622
501,2021-06-06,173812784,3757928
502,2021-06-07,174134551,3766003
503,2021-06-08,174504668,3776657
504,2021-06-09,174922960,3786840
505,2021-06-10,175376464,3802820
506,2021-06-11,175798501,3814560
507,2021-06-12,176166881,3824370
508,2021-06-13,176469682,3833641
509,2021-06-14,176778984,3841632
510,2021-06-15,177153741,3852383
511,2021-06-16,177542916,3862466
512,2021-06-17,177938911,3871765
513,2021-06-18,178342418,3880958
514,2021-06-19,178689716,3889039
515,2021-06-20,178994480,3895907
516,2021-06-21,179291135,3902891
517,2021-06-22,179701349,3911876
518,2021-06-23,180097972,3921222
519,2021-06-24,180507231,3929883
520,2021-06-25,180924899,3939117
521,2021-06-26,181287796,3946659
522,2021-06-27,181599032,3952754
523,2021-06-28,181932050,3959315
524,2021-06-29,182313258,3967474
525,2021-06-30,182712726,3976679
526,2021-07-01,183148268,3985220
527,2021-07-02,183590610,3993596
528,2021-07-03,183964437,4000499
529,2021-07-04,184292181,4007139
530,2021-07-05,184670098,4014530
531,2021-07-06,185120629,4023012
532,2021-07-07,185585871,4031566
533,2021-07-08,186067750,4040486
534,2021-07-09,186580986,4048903
535,2021-07-10,187002099,4055467
536,2021-07-11,187371991,4063098
537,2021-07-12,187806155,4071240
538,2021-07-13,188331814,4079621
539,2021-07-14,188869796,4088212
540,2021-07-15,189446223,4096847
541,2021-07-16,190042161,4105608
542,2021-07-17,190531011,4113118
543,2021-07-18,190951220,4119721
544,2021-07-19,191440687,4126947
545,2021-07-20,191973106,4147646
546,2021-07-21,192529214,4156313
547,2021-07-22,193094403,4165094
548,2021-07-23,193822543,4173425
549,2021-07-24,194254462,4182089
550,2021-07-25,194700076,4189471
551,2021-07-26,195240703,4197977
552,2021-07-27,195847033,4207766
553,2021-07-28,196497116,4217888
554,2021-07-29,197139985,4228154
555,2021-07-30,197872339,4237757
556,2021-07-31,198389684,4246601
557,2021-08-01,198872752,4254020
558,2021-08-02,199443855,4262171
559,2021-08-03,200078130,4272524
560,2021-08-04,200758588,4283016
561,2021-08-05,201444210,4294008
562,2021-08-06,202263736,4304479
563,2021-08-07,202825005,4313156
564,2021-08-08,203292722,4320653
565,2021-08-09,203911805,4329483
566,2021-08-10,204557617,4341001
567,2021-08-11,205288310,4351528
568,2021-08-12,205994052,4362040
569,2021-08-13,206795847,4372514
570,2021-08-14,207348758,4381256
571,2021-08-15,207815449,4388700
572,2021-08-16,208479793,4398564
573,2021-08-17,209162480,4409274
574,2021-08-18,209898123,4420094
575,2021-08-19,210609857,4431541
576,2021-08-20,211395070,4442035
577,2021-08-21,211954124,4450955
578,2021-08-22,212402204,4458738
579,2021-08-23,213086398,4468791
580,2021-08-24,213763171,4479815
581,2021-08-25,214500582,4491128
582,2021-08-26,215237031,4502719
583,2021-08-27,215988154,4513136
584,2021-08-28,216545334,4521572
585,2021-08-29,216992164,4528394
586,2021-08-30,217664015,4537965
587,2021-08-31,218284677,4547280
588,2021-09-01,219003757,4559705
589,2021-09-02,219680532,4570959
